1	198704	198904
1	209340	209540
1	444884	445084
1	460400	460600
1	465741	465941
1	560180	560380
1	704211	704411
1	1027369	1027569
1	1072671	1072871
1	1716866	1717066
1	1843363	1843563
1	1921480	1921680
1	1943933	1944133
1	2284495	2284695
1	2523272	2523472
1	2826352	2826552
1	2829256	2829456
1	2959294	2959494
1	2998424	2998624
1	3050732	3050932
1	3123962	3124162
1	3145384	3145584
1	3164150	3164350
1	3177026	3177226
1	3230410	3230610
1	3378473	3378673
1	3486801	3487001
1	3497547	3497747
1	3572980	3573180
1	3574490	3574690
1	3661100	3661300
1	3798126	3798326
1	3849018	3849218
1	4040024	4040224
1	4220654	4220854
1	4425602	4425802
1	4499953	4500153
1	4660365	4660565
1	4710500	4710700
1	4718408	4718608
1	4884146	4884346
1	4894093	4894293
1	4909538	4909738
1	5092853	5093053
1	5108903	5109103
1	5116792	5116992
1	5126737	5126937
1	5142494	5142694
1	5495584	5495784
1	5709310	5709510
1	5813161	5813361
1	5906339	5906539
1	6236349	6236549
1	6268872	6269072
1	6294589	6294789
1	6328640	6328840
1	6411847	6412047
1	6525594	6525794
1	6538684	6538884
1	6632923	6633123
1	6649863	6650063
1	6785775	6785975
1	6912294	6912494
1	6914085	6914285
1	7035931	7036131
1	7044503	7044703
1	7386679	7386879
1	7496466	7496666
1	7553411	7553611
1	7701003	7701203
1	7971125	7971325
1	7975957	7976157
1	7986332	7986532
1	8047968	8048168
1	8292998	8293198
1	8419750	8419950
1	8596711	8596911
1	8675172	8675372
1	8702917	8703117
1	8921615	8921815
1	8969494	8969694
1	9208966	9209166
1	9354557	9354757
1	9357843	9358043
1	9366069	9366269
1	9401378	9401578
1	9486721	9486921
1	9492176	9492376
1	10149752	10149952
1	10162636	10162836
1	11010539	11010739
1	11135695	11135895
1	11366580	11366780
1	11661701	11661901
1	11678472	11678672
1	12148878	12149078
1	12278872	12279072
1	12359606	12359806
1	12374127	12374327
1	12399413	12399613
1	12449744	12449944
1	12533948	12534148
1	12549344	12549544
1	12703393	12703593
1	12713709	12713909
1	13050268	13050468
1	13064569	13064769
1	13576236	13576436
1	13809031	13809231
1	13901080	13901280
1	13911369	13911569
1	14212419	14212619
1	14319013	14319213
1	14449404	14449604
1	14584842	14585042
1	14831583	14831783
1	15013438	15013638
1	15019703	15019903
1	15070720	15070920
1	15190577	15190777
1	15239737	15239937
1	15322824	15323024
1	15337472	15337672
1	15388866	15389066
1	15499911	15500111
1	15506826	15507026
1	15514652	15514852
1	15760118	15760318
1	16017455	16017655
1	16038349	16038549
1	16050964	16051164
1	16227230	16227430
1	16287981	16288181
1	16296182	16296382
1	16629792	16629992
1	16750366	16750566
1	16810723	16810923
1	17141699	17141899
1	17166065	17166265
1	17433053	17433253
1	17945263	17945463
1	18503012	18503212
1	18513323	18513523
1	18530001	18530201
1	18950315	18950515
1	18969538	18969738
1	19566772	19566972
1	19568788	19568988
1	19588828	19589028
1	19885936	19886136
1	19906153	19906353
1	19966730	19966930
1	20298820	20299020
1	20850933	20851133
1	21841422	21841622
1	21860548	21860748
1	21883303	21883503
1	21992457	21992657
1	22009818	22010018
1	22051687	22051887
1	22058688	22058888
1	22613998	22614198
1	22840343	22840543
1	22960090	22960290
1	23252399	23252599
1	23325230	23325430
1	23377617	23377817
1	23441175	23441375
1	23496752	23496952
1	23505972	23506172
1	23956113	23956313
1	23984647	23984847
1	24555504	24555704
1	24562992	24563192
1	24587555	24587755
1	24664692	24664892
1	25155231	25155431
1	25720319	25720519
1	25741965	25742165
1	25754418	25754618
1	25769393	25769593
1	26517702	26517902
1	26520644	26520844
1	26620645	26620845
1	26873609	26873809
1	26885226	26885426
1	26944071	26944271
1	27256230	27256430
1	27326502	27326702
1	27343306	27343506
1	27408706	27408906
1	27816680	27816880
1	27969091	27969291
1	28568315	28568515
1	28577883	28578083
1	28642260	28642460
1	28714224	28714424
1	28801214	28801414
1	29003144	29003344
1	29125178	29125378
1	29168284	29168484
1	29315999	29316199
1	29444552	29444752
1	29496294	29496494
1	29663461	29663661
1	29675819	29676019
1	29795146	29795346
1	29829165	29829365
1	29840429	29840629
1	29985816	29986016
1	30034760	30034960
1	30218803	30219003
1	30477278	30477478
1	30524829	30525029
1	30965459	30965659
1	30968217	30968417
1	31050389	31050589
1	31218631	31218831
1	31360680	31360880
1	32069350	32069550
1	32273947	32274147
1	32294144	32294344
1	32353586	32353786
1	32363007	32363207
1	32431501	32431701
1	32616817	32617017
1	32893635	32893835
1	33115396	33115596
1	33118279	33118479
1	33148255	33148455
1	33151456	33151656
1	33295627	33295827
1	33440579	33440779
1	33450840	33451040
1	33608046	33608246
1	33619201	33619401
1	33712965	33713165
1	33755375	33755575
1	33757126	33757326
1	34156346	34156546
1	34215467	34215667
1	34444733	34444933
1	34541706	34541906
1	34704933	34705133
1	35242142	35242342
1	35252540	35252740
1	35278467	35278667
1	35372392	35372592
1	35413983	35414183
1	35476025	35476225
1	35504848	35505048
1	35970532	35970732
1	36157254	36157454
1	36393426	36393626
1	36485759	36485959
1	36510896	36511096
1	37682315	37682515
1	37907201	37907401
1	37927113	37927313
1	38046994	38047194
1	38086547	38086747
1	38527121	38527321
1	38638010	38638210
1	39163292	39163492
1	39214024	39214224
1	39233083	39233283
1	39237809	39238009
1	39357399	39357599
1	39599076	39599276
1	39676315	39676515
1	39680295	39680495
1	39744704	39744904
1	40116340	40116540
1	40265626	40265826
1	40423321	40423521
1	40463681	40463881
1	40599349	40599549
1	40605157	40605357
1	40616635	40616835
1	40763780	40763980
1	40946188	40946388
1	41089208	41089408
1	41115439	41115639
1	41140162	41140362
1	41162462	41162662
1	41193060	41193260
1	41238645	41238845
1	41293029	41293229
1	41370896	41371096
1	41590765	41590965
1	41722467	41722667
1	41832152	41832352
1	41844766	41844966
1	42054427	42054627
